Name,FTF,BSF,BPFO,BPFI
NUP315,0.41,2.58,5.28,7.72
NUP316,0.41,2.75,5.77,8.23
NUP317,0.41,2.66,5.32,7.68
NUP318,0.41,2.71,5.34,7.66
NUP319,0.41,2.75,5.77,8.23
NUP321,0.41,2.66,5.73,8.27
NUP322,0.41,2.64,5.72,8.28
NUP324,0.41,2.54,5.27,7.73
NUP326,0.41,2.6,5.7,8.3
NUP328,0.41,2.66,5.73,8.27
NUP330,0.41,2.71,5.75,8.25
NUP332,0.42,2.89,6.24,8.76
NUP334,0.42,2.86,6.23,8.77
NUP336,0.41,2.83,6.21,8.79
NUP338,0.42,2.87,6.23,8.77
NUP340,0.42,3.02,6.29,8.71
NUP344,0.42,2.95,6.27,8.73
NUP348,0.42,3,6.7,9.3
NUP352,0.42,3.05,6.72,9.28
NUP356,0.42,3.08,6.73,9.27
NUP304E,0.38,1.91,3.77,6.23
NUP305E,0.39,2.09,4.25,6.75
NUP306E,0.39,2.23,4.72,7.28
NUP307E,0.4,2.32,5.16,7.84
NUP308E,0.39,2.25,4.73,7.27
NUP309E,0.4,2.35,5.17,7.83
NUP310E,0.4,2.44,5.22,7.78
NUP311E,0.4,2.36,5.18,7.82
NUP312E,0.4,2.43,5.21,7.79
NUP313E,0.4,2.36,5.18,7.82
NUP314E,0.4,2.42,5.21,7.79
NUP315E,0.4,2.38,5.19,7.81
NUP316E,0.4,2.42,5.21,7.79
NUP317E,0.4,2.48,5.64,8.36
NUP318E,0.4,2.43,5.21,7.79
NUP319E,0.41,2.58,5.69,8.31
NUP320E,0.4,2.39,5.2,7.8
NUP322E,0.4,2.51,5.66,8.34
NUP324E,0.4,2.43,5.21,7.79
NUP326E,0.4,2.49,5.65,8.35
NUP328E,0.41,2.55,5.68,8.32
NUP330E,0.41,2.55,5.68,8.32
NUP332E,0.4,2.53,5.67,8.33
NUP405,0.38,2,3.44,5.56
NUP406,0.38,1.99,3.43,5.57
NUP407,0.39,2.16,3.9,6.1
NUP408,0.39,2.09,3.87,6.13
NUP410,0.39,2.16,4.29,6.71
NUP411,0.4,2.33,4.37,6.63
NUP412,0.4,2.28,4.35,6.65
NUP413,0.4,2.34,4.77,7.23
NUP414,0.4,2.32,4.76,7.24
NUP415,0.39,2.26,4.34,6.66
NUP416,0.39,2.23,4.32,6.68
NUP417,0.39,2.16,4.29,6.71
NUP418,0.39,2.21,4.31,6.69
NUP419,0.4,2.36,4.78,7.22
NUP420,0.4,2.28,4.74,7.26
NUP421,0.4,2.3,4.75,7.25
NUP422,0.4,2.34,4.77,7.23
NUP424,0.4,2.28,4.74,7.26
NUP426,0.39,2.24,4.72,7.28
NUP438,0.4,2.3,4.75,7.25
NUP430,0.4,2.45,5.22,7.78
22211B,0.43,3.48,7.75,10.25
22212B,0.44,3.84,8.74,11.26
22213B,0.43,3.53,7.77,10.23
22214B,0.43,3.72,8.7,11.3
22215B,0.44,3.9,9.19,11.81
22216B,0.44,3.86,8.74,11.26
22217B,0.43,3.65,8.24,10.76
22218B,0.43,3.63,8.23,10.77
22219B,0.43,3.44,8.16,10.84
22220B,0.43,3.39,7.72,10.28
22222B,0.43,3.48,8.18,10.82
22224B,0.43,3.63,8.67,11.33
22226B,0.43,3.31,7.69,10.31
22228B,0.43,3.35,8.13,10.87
22230B,0.43,3.6,8.66,11.34
22232B,0.43,3.48,8.18,10.82
22234B,0.43,3.5,8.19,10.81
22236B,0.43,3.65,8.68,11.32
22238B,0.43,3.67,8.68,11.32
22240B,0.43,3.46,8.18,10.82
22244B,0.43,3.5,8.19,10.81
22248B,0.43,3.45,8.17,10.83
22252B,0.43,3.46,8.18,10.82
22256B,0.43,3.66,8.67,11.33
22260B,0.43,3.53,8.19,10.81
22311B,0.41,2.49,5.69,8.31
22312B,0.4,2.42,5.65,8.35
22313B,0.41,2.64,6.17,8.83
22314B,0.4,2.44,5.66,8.34
22315B,0.41,2.76,6.22,8.78
22316B,0.41,2.58,5.73,8.27
22317B,0.41,2.57,5.72,8.28
22318B,0.41,2.54,5.71,8.29
22319B,0.41,2.56,5.72,8.28
22320B,0.41,2.51,5.7,8.3
22322B,0.4,2.44,5.66,8.34
22324B,0.4,2.43,5.65,8.35
22326B,0.4,2.43,5.65,8.35
22328B,0.4,2.42,5.65,8.35
22330B,0.41,2.69,6.18,8.82
22332B,0.41,2.74,6.21,8.79
22334B,0.41,2.79,6.22,8.78
22336B,0.42,2.88,6.68,9.32
22338B,0.42,2.92,6.7,9.3
22340B,0.42,2.89,6.68,9.32
22344B,0.42,2.9,6.69,9.31
22348B,0.42,2.89,6.68,9.32
22352B,0.42,2.9,6.68,9.32
22356B,0.42,2.86,6.66,9.34
22360B,0.42,2.91,6.27,8.73
23022B,0.45,4.84,11.69,14.31
23024B,0.45,5.16,12.67,15.33
23026B,0.45,4.83,11.69,14.31
23028B,0.45,5.13,12.66,15.34
23030B,0.45,5.23,12.69,15.31
23032B,0.45,5.14,12.67,15.33
23034B,0.45,4.77,11.67,14.33
23036B,0.45,4.81,11.68,14.32
23038B,0.45,5.02,12.18,14.82
23040B,0.45,4.73,11.66,14.34
23044B,0.45,4.84,11.69,14.31
23048B,0.45,5.19,12.68,15.32
23052B,0.45,4.83,11.69,14.31
23056B,0.45,5.13,12.67,15.33
23060B,0.45,4.75,11.66,14.34
23064B,0.45,5.14,12.67,15.33
23068B,0.45,5.2,12.23,14.77
23076B,0.45,5.35,13.17,15.83
23080B,0.45,5.11,12.66,15.34
23084B,0.45,5.32,13.16,15.84
23088B,0.45,5.32,13.16,15.84
23092B,0.45,5.25,13.15,15.85
23096B,0.45,5.44,13.65,16.35
230/500B,0.46,5.63,14.15,16.85
230/530B,0.45,5.45,13.19,15.81
230/560B,0.46,5.57,13.68,16.32
230/600B,0.46,5.93,14.67,17.33
230/630B,0.46,5.54,13.67,16.33
230/670B,0.46,5.57,13.22,15.78
230/710B,0.46,5.58,13.68,16.32
230/750B,0.45,5.41,13.64,16.36
230/800B,0.46,5.82,14.19,16.81
230/850B,0.46,5.66,14.15,16.85
230/900B,0.46,6,14.68,17.32
230/950B,0.46,5.76,14.18,16.82
230/1000B,0.46,5.99,14.68,17.32
230/1060B,0.46,6.04,14.69,17.31
230/1120B,0.46,6.02,15.15,17.85
23120B,0.44,4.12,9.71,12.29
23122B,0.44,4.25,10.19,12.81
23124B,0.44,3.97,9.66,12.34
23126B,0.44,4.23,10.18,12.82
23128B,0.45,4.45,10.69,13.31
23120B,0.44,4.01,9.68,12.32
23132B,0.44,3.97,9.66,12.34
23134B,0.44,4.15,10.16,12.84
23136B,0.44,4,9.68,12.32
23138B,0.44,3.96,9.66,12.34
23140B,0.44,3.85,9.19,11.81
23144B,0.44,3.99,9.67,12.33
23148B,0.44,4.11,9.71,12.29
23152B,0.44,4.06,9.69,12.31
23156B,0.44,4.21,10.18,12.82
23160B,0.44,3.99,9.67,12.33
23164B,0.44,4.06,9.69,12.31
23168B,0.44,3.88,9.2,11.8
23172B,0.44,4.05,9.69,12.31
23176B,0.44,4.22,10.18,12.82
23180B,0.44,4.21,10.18,12.82
23188B,0.44,4.11,9.71,12.29
23192B,0.44,4.23,10.18,12.82
231968B,0.44,4.16,10.16,12.84
231/500B,0.44,4.05,9.69,12.31
231/530B,0.44,4.32,10.21,12.79
231/560B,0.44,4.3,10.2,12.8
231/600B,0.44,4.2,10.18,12.82
231/630B,0.44,4.32,10.21,12.79
230/670B,0.44,4.23,10.18,12.82
231/710B,0.45,4.43,10.68,13.32
231/750B,0.44,4.35,10.22,12.78
231/800B,0.44,4.38,10.67,13.33
231/850B,0.45,4.53,10.71,13.29
231/900B,0.45,4.64,11.19,13.81
23218B,0.43,3.66,8.69,11.31
23220B,0.43,3.49,8.19,10.81
23222B,0.43,3.49,8.2,10.8
23224B,0.43,3.55,8.22,10.78
23226B,0.43,3.6,8.67,11.33
23228B,0.43,3.6,8.67,11.33
23230B,0.43,3.49,8.2,10.8
23232B,0.43,3.51,8.21,10.79
23234B,0.44,3.76,9.16,11.84
23236B,0.43,3.65,8.69,11.31
23238B,0.44,3.69,8.7,11.3
23240B,0.43,3.51,8.2,10.8
23244B,0.43,3.44,8.18,10.82
23248B,0.43,3.45,8.19,10.81
23252B,0.43,3.48,8.2,10.8
23256B,0.43,3.68,8.7,11.3
23260B,0.43,3.49,8.2,10.8
23264B,0.43,3.45,8.18,10.82
23268B,0.43,3.53,8.21,10.79
23272B,0.43,3.49,8.2,10.8
23276B,0.43,3.66,8.69,11.31
23280B,0.43,3.48,8.19,10.81
23284B,0.43,3.5,8.2,10.8
23288B,0.43,3.57,8.23,10.77
23292B,0.43,3.48,8.2,10.8
23296B,0.43,3.5,8.2,10.8
232/500B,0.43,3.46,8.19,10.81
232/530B,0.43,3.5,8.21,10.79
232/600B,0.43,3.6,8.24,10.76
232/630B,0.43,3.55,8.22,10.78
232/670B,0.43,3.47,8.19,10.81
232/710B,0.43,3.62,8.24,10.76
232/750B,0.43,3.6,8.24,10.76
23932,0.46,6.78,16.69,19.31
23934,0.47,7.14,17.68,20.32
23936,0.46,6.33,15.21,17.79
23938,0.46,6.63,16.19,18.81
23940,0.46,6.71,16.21,18.79
23944,0.47,7.23,17.7,20.3
23948,0.47,7.59,18.7,21.3
23952,0.46,7.05,16.74,19.26
23956,0.47,7.21,17.7,20.3
23960,0.46,6.68,16.67,19.33
23964,0.46,7.05,17.67,20.33
23968,0.47,7.14,17.68,20.32
23972,0.47,7.26,17.7,20.3
23976,0.47,7.27,18.18,20.82
23980,0.47,7.6,18.7,21.3
23984,0.47,7.93,19.69,22.31
23988,0.47,7.23,18.17,20.83
23992,0.47,7.51,18.68,21.32
23996,0.47,7.45,18.67,21.33
239/500,0.47,7.53,18.68,21.32
239/530,0.47,7.75,19.19,21.81
239/560,0.47,7.43,18.67,21.33
239/600,0.47,7.78,19.19,21.81
239/600,0.47,7.71,19.19,21.81
239/600,0.47,7.86,19.21,21.79
239/710,0.47,8,20.17,22.83
239/750,0.47,8.11,20.66,23.34
239/800,0.47,7.63,19.17,21.83
239/850,0.47,7.84,20.14,22.86
239/900,0.47,7.78,19.19,21.81
239/950,0.47,7.65,19.17,21.83
239/1000,0.47,7.55,18.69,21.31
239/1060,0.47,7.5,18.68,21.32
239/1120,0.47,7.87,19.68,22.32
239/1180,0.47,7.73,19.65,22.35
239/1150,0.47,7.95,19.69,22.31
239/1320,0.47,7.92,19.68,22.32
24024B,0.45,4.87,11.26,13.74
24026B,0.45,4.73,11.67,14.33
24028B,0.45,5.15,12.68,15.32
24030B,0.45,4.93,12.17,14.83
24032B,0.45,4.98,11.74,14.26
24034B,0.45,4.78,11.68,14.32
24036B,0.45,4.59,11.19,13.81
24038B,0.45,4.71,11.22,13.78
24040B,0.45,4.53,11.17,13.83
24044B,0.42,2.99,10.51,14.49
24048B,0.45,4.99,12.19,14.81
24052B,0.45,4.69,11.21,13.79
24056B,0.45,4.99,12.19,14.81
24060B,0.45,4.73,11.67,14.33
24064B,0.45,4.98,12.19,14.81
24068B,0.45,4.77,11.68,14.32
24072B,0.45,5,12.19,14.81
24076B,0.45,5.36,13.18,15.82
24080B,0.45,5.1,12.67,15.33
24084B,0.45,5.2,12.69,15.31
24088B,0.45,5.13,12.68,15.32
24092B,0.45,5.18,12.68,15.32
24096B,0.45,5.36,13.18,15.82
240/500B,0.46,5.55,13.68,16.32
240/530B,0.45,5.35,12.73,15.27
240/560B,0.46,5.46,13.21,15.79
240/600B,0.46,5.93,13.76,16.24
240/630B,0.46,5.53,13.22,15.78
240/670B,0.46,5.42,13.2,15.8
240/710B,0.46,5.57,13.68,16.32
240/750B,0.46,5.53,13.22,15.78
240/800B,0.46,5.73,14.18,16.82
240/850B,0.46,5.74,14.18,16.82
240/900B,0.46,5.85,14.2,16.8
240/950B,0.46,5.76,14.18,16.82
240/1000B,0.46,5.92,14.68,17.32
240/1060B,0.46,5.97,14.69,17.31
240/1120B,0.46,6.02,14.7,17.3
24122B,0.44,4.28,10.21,12.79
24124B,0.44,3.96,9.24,11.76
24126B,0.44,4.24,10.2,12.8
23128B,0.44,4.23,10.2,12.8
24132B,0.44,3.83,9.2,11.8
24134B,0.44,4.01,9.69,12.31
24136B,0.44,4,9.68,12.32
24138B,0.44,3.85,9.2,11.8
24140B,0.44,3.84,9.2,11.8
24144B,0.44,3.86,9.2,11.8
24148B,0.44,3.89,9.21,11.79
24152B,0.44,3.78,8.74,11.26
24156B,0.44,4.11,9.72,12.28
24160B,0.44,3.99,9.68,12.32
24164B,0.44,3.83,9.2,11.8
24168B,0.44,3.82,9.19,11.81
24172B,0.44,4.07,9.71,12.29
24176B,0.44,4.09,9.71,12.29
24180B,0.44,4.21,10.19,12.81
24184B,0.44,3.86,9.2,11.8
24188B,0.44,4,9.69,12.31
24192B,0.44,3.99,9.68,12.32
24196B,0.44,4.05,9.7,12.3
241/500B,0.44,4.04,9.7,12.3
241/530B,0.44,4.2,9.74,12.26
241/560B,0.44,4.01,9.69,12.31
241/600B,0.44,4.23,10.19,12.81
241/630B,0.44,4.22,9.75,12.25
241/670B,0.44,4.29,10.21,12.79
241/710B,0.44,4.33,10.22,12.78
